Author,Published At,Comment,Likes
@azriel0786,2025-03-26T11:59:47Z,termasuk busuk hati ga nih??,0
@suwartonojr840,2025-03-26T11:59:28Z,"Dengan kejadian ini,kelihatan Adab masyarakat disuatu tempat kayak apa.",1
@luckyboyz88,2025-03-26T11:59:28Z,"Setingan karena udah  gaya dia seperti itu kalau buat konten. Mau dia bikin konten bagi2 duit, bagi2 hp. apa pun itu konten dia, ya gaya dia udah setingan.",0
@kamuyou3164,2025-03-26T11:59:20Z,PALEMBANG NIH BOS 😂ngakak gw denger kata2 itu,0
@akufandi-i2d,2025-03-26T11:59:03Z,Wili kont,2
@wahyufirmansyah5183,2025-03-26T11:58:56Z,Pengalihan isu koruptor yg masih hidup enak dan ga di penjara 🗿,0
@TreeDevee,2025-03-26T11:58:22Z,Tenggelam nya Ah Siappp Terbitlah Wilie Salim.. ada aja konten kreator sampah kyk WS<br><br>dari pengen ngalahin Mr.Beast<br>Pgn jadi perwakilan indonesia dll apasiiiiii WS WS pen gue getok rasanya bikin malu..,0
@anoyiskandarr7318,2025-03-26T11:58:02Z,Ya kayanya sih bner Willie salim,0
@RizalKijay,2025-03-26T11:56:56Z,Bobon idola tapi ada yang selalu mau niru tapi malah bikin masalah😂,0
@rickyindrajaya9520,2025-03-26T11:56:46Z,"Maksud baik, tapi gak pikir dampak dari ucapan dan ekspresi",0
@sugma837,2025-03-26T11:56:41Z,Keliatan banget salah gamau ngaku salah dari nada suara,0
@dhiyaulkholis4636,2025-03-26T11:56:30Z,mereka mungkin ketawa2 tapi gw yakin dalem hati pasti udah emosi banget,0
@AdityaSuryaWianto,2025-03-26T11:56:27Z,Langsung keringet dingin😭😭😭,0
@karikmyname8011,2025-03-26T11:55:44Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2172"">36:12</a> ,pick me banget ajiggg",0
@IlhamMaulana-e9d,2025-03-26T11:55:44Z,"Kalau Podcast Begini Menurut Gua Podcastnya Dedy Corbuzier yg Mencari Sensasi Deh, dengan Membawa Ke Podcast Dia, Ini Kan Masalah ko bobon sama Willie Salim, Karna Perfect gua Begini, Masalah Willie Salim Sebenarnya Adalah Salah Komunikasi dan Evaluasi ajah Soal Konten Nya Willie Salim dan Gua Mendukung Willie untuk Itu Tapi Insident ini Berjalan memanas Gua Bukan Belain Willie gua Juga Bukan Belain Warga Palembang Ini Cuma Bertemu Dan Bicara Baik2 tanpa Memperpanjang Dan Untuk Ko Bobon Menurut gua Lu Berlebih2an Tentang Willie Salim Dan Gua Udah gk Respect sejak Ko Bobon buat Konten Bersama Ust kemarin terlalu Diperlihatkan demi views atau apa",0
@fahyantifahrozi1398,2025-03-26T11:55:34Z,jgn menjatuhkan orangvlain kau bobon..agar channel kau makin naik...harusnya sesama youtuber  bisa saling kasih dukungan dan masukan bukan malah mendorong lebih buruk..miris si bobon,0
@bang_boy_official,2025-03-26T11:55:30Z,"Menggibah deddy corbuzer,, junjungan nya lebih parah sampe merendahkan pedagang teh es.. Ga ada tuh dia mau bahas apa lagi sampe di buat podcast. 🤦‍♂️",0
@joelumbangaol2106,2025-03-26T11:55:14Z,si botak  yg tiba tiba jd mayor jd jdian,0
@gustiaraf1449,2025-03-26T11:55:04Z,si bobon ini takut kalah saing bro,1
@cemiryeong,2025-03-26T11:54:38Z,dari dulu emang kebanyakan drama si hama willie salim ini,1
@OkiPrisnawan,2025-03-26T11:54:31Z,"SALAH KITA JUGA SEBAGAI NETIJEN MASIH NGASI ATENSI DAN VIEWERS UT YOUTUBER2 PROBLEMATIK KAYAK GITU, BISA AJANKWN KITA CANCEL RAME-RAME BIAR MATI SEKALIAN ITU CHANNELNYA",0
@SANTRIKAMPUNG220,2025-03-26T11:54:10Z,"Namanya konten ya niatnya untuk konsumsi publik, persoalannya bukan masalah konten, di seting atau tidak cukupnya pengamanan tapi pertanyaannya oknum yang ambil rendang sudah di izinkan  belum oleh Willy untuk mengambil rendang, karena ini bagian dari adab, jika pemilik belum mengizinkan kenapa di ambil tapi jika ada yang sudah menyuruh berarti orang yang nyuruh itu yg salah.",2
@pinnnz9379,2025-03-26T11:54:08Z,"kalo kota palembang engga di banding banding atau dirasis ga akan sampai jadi kasus nasional kek gini otomatis wali kota palembang jelas malu karena kotanya di banding banding in sama kota lain ibarat kita engga pinter soal pelajaran di bandingin sama anak yang pinter,kek gtu lah",0
@cutenami1378,2025-03-26T11:53:44Z,"Astaghfirullah, kasihan bobon. Ternyata pernah di gituin ya sama ws. Baru tau ya aq.",0
@Takapedia007,2025-03-26T11:53:11Z,"Entah apa yang ada di kepala willy salim. Masalah belum kelar dia secara gak langsung nambah masalah dia sendiri. Willy salim mencoba meyiram api dengan air, tapi bukan air yang dia siramkan ke api, tapi bensin yang setiap saat bisa membakar dirinya sendiri.",0
@HanSulhan-y4j,2025-03-26T11:53:04Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=118668"">32:57:48</a> wili bilang dia tinggalin ke mobil bukan ke wc",0
@Dikibojong,2025-03-26T11:52:46Z,Bobon hati nya jelek seakan menjelekan wili. Ngasih saran dan nasehat bukan sprti itu. Itu mah jelek hatinya takut tersaingi oleh wili salim..... Wili orng baik,0
@muhamadhakiki1705,2025-03-26T11:52:35Z,belat belit kaya uler,0
@animefans3781,2025-03-26T11:51:28Z,Lama bgt mles gw dngerinnya,0
@annahendrawan1091,2025-03-26T11:51:13Z,"Om ded bikin bahas nya garing ga penting jadi males dengerin, om ded makin ke sini yg di bicarakan ya hal2 sepele..ga ada ardenalin nya bisa di bilang aneh semnjak jadi TNI apa sya aja yg ngerasa seperti ini atau orang lain ada ga y?..",1
@ekaaprilia3374,2025-03-26T11:51:13Z,"Merinding pas Koh bobon ke papua demi bantu disana rela jual Mobil nya,",0
@serru9498,2025-03-26T11:50:56Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1798"">29:58</a>",0
@anakgrab,2025-03-26T11:50:55Z,"Willi si bermuka dua , si banyak alesan , fuck willy",0
@Zevanya-h2p,2025-03-26T11:50:31Z,Prank ngerugiin orang j slah apa lgi buat konten yg merusak citra orang palembang harusnya ws itu d somasi lah berfikirlah sebelum membuat konten,0
@HellNoise666,2025-03-26T11:50:05Z,"Konten masak2 cuma 1 di indonesia , yaitu<br>ko bobon",0
@mfalatas,2025-03-26T11:49:56Z,"Tidak kenal, tidak pernah nonton dan tidak tau bagaimana rupa WS juga bagaimana cara dia hidup dan populer. Sebaiknya tinggal dulu di Palembang beberapa waktu, observasi bagaimana  kerukunan warga berbagai suku ada disana. Ya, hobi gratisan ada dimana-mana bukan hanya di Palembang.  Caramu bikin kesan orang Palembang liar dan tidak bisa diatur itu yang bikin runyam. Ado bae gawe budak basing sikok ini!",0
@suryabimantara5087,2025-03-26T11:49:49Z,dari bicara nya belibet gitu,0
@kelvinciu6360,2025-03-26T11:49:21Z,Yg gua g masuk di akal sehat gw dia bilang “ GW KEBELET KENCING TAPI TOILET ITU JAUH TRUS GW KE MOBIL MAKAN RENDAH MAU BUKA PUASA” Make sense g itu????,0
@Caiarab,2025-03-26T11:49:03Z,Gak suka konten yang ngeliatin uang gepokan,0
,2025-03-26T11:47:59Z,"Padahalkan tinggal jujur aja si WS kalo gak sanggup masak. Dia pikir masak di kuali segede itu gampang? hahahha. Gw aja dikampung sering masak-masak gede untuk acara pernikahan dan acara pesta adat, untuk masak satu kuali dengan porsi 200-300 kg daging sapi butuh waktu 15 jam. Dan api yg dipake itu super panas, makanya adukannya itu panjang dan berat. dari jarak 2-3 meter aja, panas api dari kuali itu udah kerasa, apalagi cuma jarak 1.5 meter.<br><br>Emang cuma mau kejar konten aja si WS itu, dia itu kan kerjanya cuma niru-niru doang.😂😂😂 Badan seletoy itu mau kerja berat? impossible boy",0
@geovanniilham3665,2025-03-26T11:47:35Z,Willy Blunder Salim,0
@PutuAriPancaPrastya,2025-03-26T11:47:22Z,Yg bner makan apa kencing,0
@olanrctd,2025-03-26T11:46:52Z,setau saya parkiran itu toilet nya dket banget ya 😂tapi gak tau kalo toilet nya jalan2 jadi jauh 😂😂,0
@ion1717,2025-03-26T11:46:40Z,Masih banyak yang percaya dan bela ws lho... Agak laen emank.. Sudah sangat jelas klo itu cuma KONTEN SETTINGAN..,0
@antain9741,2025-03-26T11:44:50Z,"Setingan, setuju jg sama bobon, aku jg gk suka dgn w.s",0
@mathreeka,2025-03-26T11:44:17Z,"Aku dengar dia bilang &quot;kalau willie ada salah sama kak bobon, ya, kita diskusikan aja.&quot; <br><br>Itu angkuh! <br>Orang tuh kalau memang merasa ada salah minta maaf, bukannya ngajak diskusi. Ya pantesan aja untuk kasus rendang, bukannya mengakui bahwa itu sekedar konten, malah menyangkal.",30
@putradafin,2025-03-26T11:43:50Z,wili pas sekolah pasti banyak ngelesnya 😂,1
@kelvinciu6360,2025-03-26T11:43:46Z,Mutar mutqr ngomongnya,0
@Xpachman,2025-03-26T11:43:33Z,yang ngatoin palembang rakos apo segalo macem kmpng kamu tuh nyari rai nian pilat sdm rendah,2
@sashaiyam9513,2025-03-26T11:43:22Z,"Gue cuma beberapa kali liat konten si ws termasuk yg pas dia ada masalah jg , dan gue udh punya feeling ini anak fake , cuma ya gitu di indonesia ini pasar konten yg sharing fulus kan paling laku dgn brandingan seolah2 dermawan , termasuk laki gue sendiri aja  kalo nonton ws selalu ngalem dan ngerasa bae banget nih orng <br><br>Tp akhirnya sepinter2 tupai meloncat pasti kesandung jg , ini sii udh konyol kambing hitamin warga di suatu daerah dgn settingan yg menurut gue menghina , kalo di laporin polisi doang itu masih mending , yg ngeri tuh kalo dia di geruduk masa , masalah rasis jgn maen2 broo",0
@hobbytanam9595,2025-03-26T11:43:07Z,apa cuma gw doang yang gx pernah nonton video wili salim ?,0
@omarrafi123,2025-03-26T11:42:54Z,Gw setuju sama kata2 influencer yang bilang kalo bisa katakan dipublik kalo video itu settingan walaupun yap itu bohong tapi kadang lebih baik seperti itu daripada diem aja lebih baik bilang settingan untuk redain massa masalhnya,0
@gamaraabdillah4612,2025-03-26T11:42:46Z,"Melihat bobon saya seperti melihat bung Rocky,kelas👍👍",0
@Sukarti-q5f,2025-03-26T11:42:44Z,"Lucu yg komen konten kreator ini lebih tulus, mereka semua sama aj bikin konten nyari untung, dari ads, brand, citra baik, link dll termasuk podcast niat tulus nyelesaikan masalah klw Chanel nya gak rame ngapain 🤣",0
@nemocoper4814,2025-03-26T11:42:42Z,"Lelaki sejati bobon , gentleman ❤❤<br>Klo g suka lngsung bilang g suka dr pada julid d belakang",0
@rafliea9953,2025-03-26T11:42:36Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2110"">35:10</a> bobon kecewa sama jawabannya yang jauh dari yang dia tanyain",0
@isnaeninurbayapuarada,2025-03-26T11:42:31Z,Wily wily....coba ktm dg bobob ni pasti dapet pelajaran banyak karena bobon org nya baik wlw punya unek unek biar ga jadi beban jg d bobon kl sdh keluarin d sampaikan,0
@goeruh212,2025-03-26T11:42:01Z,"nah bener kan dulu sya follower WS, lama kelamaan sya lihat attitude nya kurang baik, kesannya angkuh dan gak begitu asik akhirnya sya unfollow aja  beliau. gak asik soalnya",0
@dik_official5445,2025-03-26T11:41:56Z,"Kenapa Wilis gak hadir om,",1
@hrlnddasimerah9413,2025-03-26T11:41:26Z,"SELAMAT DATANG DI PENYANGKALAN(kalan ,kalan)...........TENGNONG NENGG....TENENENG TENENG...TENONGNENG TENENENG😂😂😂😂😂😂<br><br><br><br><br>Buat yg tau aja😅",0
@yhelisa6119,2025-03-26T11:41:02Z,Lucu kali kau bobon🤣🤣🤣 jelas benci karna takut tersaingi...ya Allah ...klo memang rezeki smua ga akan terganti...yakin aja weyyy..rezeki ga akan pernah tertukar 😅,0
@sandradoang3858,2025-03-26T11:41:00Z,Padahal prinsip konten Bobon simple tapi sulit dilakuin,0
@PETRIK-CH,2025-03-26T11:40:38Z,"Banyak kejanggalan nya cerita si wili <a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1363"">22:43</a>",0
@ulasgadget9181,2025-03-26T11:40:19Z,"Daripada kalian menuduh tanpa bukti, mending wawancarai orang2 yg ngambil rendang..gak jelas kalian itu",0
@isdafatimahadrianisupiandi1367,2025-03-26T11:40:09Z,"Sama tu pacar nya juga.klo konten ngasihnya iPhone lah, giliran live jual produknya cm ngasih 100k itupun cm ke bbrp pembeli, gak semua. Pdhl yg beli produknya ribuan.. 😂😂😂 ngaku duitnya banyak, masa ke Disneyland aja baru kesampaian itupun dibayarin pacarnya😂😂 lucu tau begitu.. gak singkron sama kontennya bagi&quot; duit puluhan juta",0
@chntyxnkdr111,2025-03-26T11:40:05Z,Cape banget dengerin lu ngoceh will,1
@Papoypapoy1126,2025-03-26T11:39:56Z,apa sih bon biasa aja kali gk usah trlalu sensi sma org,0
@susidianti5617,2025-03-26T11:39:41Z,Aku gak tau siapa wilisalim. Gak tau kontent nya juga kaya gimana😅,0
@hadimulyadi373,2025-03-26T11:39:15Z,Bukan settingan tapi itu sepertinya fitnah,0
@arfansyachsolo,2025-03-26T11:39:08Z,Kelihatan nih ws orangnya paling susah minta maaf kayaknya... Sy cuma nunggu bahasa minta maaf nya ke ko bobon... Malah nantangin ngajak ketemuan diucapkan berulang2 seolah2 dia gak ada salah gitu... Kelihatan egois si ws....,0
@AkholWahani,2025-03-26T11:38:54Z,Bang ded undang suporter la grade dong,0
@PIALA899-q3r,2025-03-26T11:38:34Z,Di tunggu THR nya bang ＰＩＡＬＡ８９９ 😅,0
@PIALA899-y2t,2025-03-26T11:38:31Z,Di tunggu THR nya bang ＰＩＡＬＡ８９９ 😅,0
@aizida3532,2025-03-26T11:38:29Z,ditanya apa jawab apa 😅😅😅aneh bgt si ws,0
@PIALA899-v7d,2025-03-26T11:38:28Z,Di tunggu THR nya bang ＰＩＡＬＡ８９９ 😅,0
@PIALA-q2q,2025-03-26T11:38:24Z,Di tunggu THR nya bang ＰＩＡＬＡ８９９ 😅,0
@nikorizkijatmika3391,2025-03-26T11:38:23Z,pempek palembang🤤,0
@Rudisetiono7,2025-03-26T11:38:13Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1450"">24:10</a>",0
@RolisSton,2025-03-26T11:37:05Z,"Yg slah nya acara masak Wili terlalu lama dan kondisi masyarakat mayoritas Palembang berpuasa,dan acara masak di mulai jam 2sore dan pukul 12 mlm blm masak dan situ lah terjadi hal yg di tuding netizen",0
@riyanpandamafia6844,2025-03-26T11:36:42Z,👍,0
@yhelisa6119,2025-03-26T11:35:51Z,Aku org Palembang dari sekian lama aku nonton video ini...kayaknya si bobon takut tersaingi dengan sllu ngejudge si Willy seolah olah salah besar lalai...rezeki sdah Allah SWT yg atur..aku ga nyalahin si Willy wajarlah dia mau rehat dasar warga Palembang aja yg ga sabaran..tp juga mungkin waktunya yg lama masaknya .entahlah jgn saling menyalahkan itu jauh lebih baik.buat bobon Dsini nilai minus buatmu td nya saya suka smua konten mu.dari sini sikapmu ketahuan klo sangat takut tersaingi oleh anak ini,0
@agungghani924,2025-03-26T11:35:24Z,BEDA KELAS,0
@muhamadridosopian3954,2025-03-26T11:35:02Z,"&quot;15, gua punya 15&quot; anjib ke gigit mulut gwa saking lucunya.",0
@piko7166,2025-03-26T11:34:41Z,Orang Sumatra barat senyum&quot; lait orang pelembng brebut rendang 😂,0
@womenayjadikoq,2025-03-26T11:33:55Z,nikmati aja drama nya .,0
@andyrachmad4318,2025-03-26T11:33:21Z,Smga ada rejeki waktu.. bsa ketemu Bobon.,0
@paulianas1782,2025-03-26T11:33:02Z,"Bisa ngga sih warga +62 fokus ke hal2 yg lbh penting spt kondisi ekonomi &amp; keuangan, harga barang2 dan UU yg baru disahkan, misalnya?...",0
@jogobolo4788,2025-03-26T11:33:01Z,"Aaaaaaa des, suen",0
@VlogRandom411,2025-03-26T11:32:51Z,Konten lo kan masak juga bang mungkin tersinggung jm,0
@supporterke1229,2025-03-26T11:32:49Z,PALEMBANG HAMA,0
@0ZALZER,2025-03-26T11:30:54Z,Anak muda tapo gk respect sama yang lebih tua podcast apaan dah<br>Respect sama bobon dan om ded,0
@dwi3708,2025-03-26T11:30:42Z,Pengikut Willie banyak.tapi anak buah nya sedikit.pengikut bobon sedikit tapi anak buah nya banyak.the real bobon orang yang paling berbagi,0
@MjaparGaming,2025-03-26T11:30:35Z,Ayo mas bobon masak rendang yuk di Palembang,0
@anakgrab,2025-03-26T11:30:20Z,Blacklist willy aja dah ribet tuh orang brulah trus,0
@Heryrayyan,2025-03-26T11:29:57Z,suka gue sama ko bobon...blak blakan gue gx suka sama lo,0
@_yayat_hidayat_,2025-03-26T11:29:54Z,Willi bocah bnyak Drama,0
@wakabayoshi,2025-03-26T11:29:23Z,itu yg follow willy salim beraharap apasih nganggur terus cari kehokian?terlalu bodoh,0
@SeorangSaLLi,2025-03-26T11:29:13Z,"Dari cara bicaranya keliatan ya bobon orang nya baik, hati hati banget cara ngomongnya biar gak menyinggung orang lain",0
@fadliramadhan99,2025-03-26T11:29:02Z,"Pertnyaaan yg diajukan bobon ke willy sbnrnya simpel dan bisa dijawab dgn simpel juga,, tp kenapa yg gw dgr jwban nya mencla mencle mutar muter sana sini seolah mencari pembenaran untuk dirinya sendiri,, ini otak gw sendiri yg gak bisa mencerna jwban willy atau emg willy ny yg goblok gkbisa mencerna pertanyaan bobon.??? 🤣",0
@Zynnn5,2025-03-26T11:28:58Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1009"">16:49</a> cuman bisa ketawa dah wkwk😂😂",0
@hennypus3508,2025-03-26T11:28:50Z,Salut banget Dengan sikap ko Bobon. Jadi penasaran gimana orang Tuanya  ngasi edukasi ke anak²nya termasuk ko Ricky  neng eli ( both brother sister Bobon) aku tau mereka Dari YouTube sekitar taun 2017 an Emang toleransinya Dan Cara mereka menghargai manusia tuh baik bgt. Ga nyangka aja Bobon yg awal muncul di Chanel ko Ricky yg slengekan skrang jadi Bobon yang 😢 bikin aku Nangis tiap liat aksi heroik dia ke polosok² . <br>Bon I&#39;m sure adik²mu pasti bangga ngeliat abangnya sekrang,0
@LOLIONNLI,2025-03-26T11:28:36Z,Siapa sangka,0
@nugieaoza5457,2025-03-26T11:28:29Z,"Bisa gk sekali aja dia gk bikin ulah,<br>Ada aja yg dia buat,<br>Manusia udh rusak atitude demi konten,,<br>Taaiiikkkkk",0
@AkbarMaulanaIrawan,2025-03-26T11:28:20Z,Yang Belum Login Silahkan Login Ya gaes ya... Seperti Beliau ( Ashadu,1
@Tronjheimr,2025-03-26T11:27:53Z,Lagi puasa mah enaknya nonton yang receh2 aja lah.,0
@andriam,2025-03-26T11:27:47Z,Willy tremor wkwkwk😂,0
@HeriSusanto-ut5yc,2025-03-26T11:27:47Z,Kebencian awal dari bencana catet!!!!,0
@baguskrisna3861,2025-03-26T11:27:46Z,Berrti kejadian yg kemalingan wkt willy di bali itu juga settingan kah??<br>Mau rusak nama bali kah dia ?wkakakka<br>🤔🤔🤔,0
@IqbalNurzaman-z4x,2025-03-26T11:27:45Z,wili bocah plenger,0
@thesalonika9386,2025-03-26T11:27:34Z,masak besar bukan nya brand nya koki gendut yang kacamata itu ya..??<br>pernah tayang di TV dah lama😅,0
@isnaeninurbayapuarada,2025-03-26T11:27:32Z,Ga pernah ngikutin wily tp berharap dia ada disini ktm pakar nya <b>bobon</b> biar belajar dr bobon lah tdk mentingkan konten tp perut masyarakat,0
@ekohs5143,2025-03-26T11:27:09Z,Menit 39.30<br><br>Feeling-nya bobon tepat sekali<br>Tujuan utamanya cuma pansos,0
@yoseprahayu1757,2025-03-26T11:27:01Z,Saya lebih Suka Konten bobon santoso.<br>Emang siapa itu willy salim???,0
@kevianorox318,2025-03-26T11:26:53Z,"intinya ini semua untuk ngekecoh masyarakat untuk menutupi issue pengesahan RUUTNI , jadi teman&quot; Disni kita tau klo menutupi sebuah masalah di Indonesia itu sangat amat mudah, btw masyarakat yg awalnya respect ke anda om ded jadi ga respect lgi karna anda sudah dlm naungan pemerintahan",1
@AlanSatria-p4y,2025-03-26T11:26:31Z,"Melalui 𝗝 𝗨 𝗡 𝗢 𝟰 𝗗 saya berubah, dari tukang kayu ke pengusaha furniture.",0
,2025-03-26T11:26:29Z,Ah setingan we hayoh,0
@bangwillrusak610,2025-03-26T11:26:25Z,Bobon lgi cari muka warga Palembang 😂,0
@PIALA899-f7p,2025-03-26T11:26:22Z,"Main santai di 𝗝 𝗨 𝗡 𝗢 𝟰 𝗗, eh malah dapet jakpot besar! Gak mau ketinggalan lagi!",0
@JhinVirtuoso-n5v,2025-03-26T11:26:17Z,"Keberuntungan saya bener-bener gacir di 𝗝 𝗨 𝗡 𝗢 𝟰 𝗗, nggak nyangka!",0
@RezaAkbar-j2j,2025-03-26T11:26:13Z,"Dengan 𝗝 𝗨 𝗡 𝗢 𝟰 𝗗 saya sukses, dari tukang sayur jadi bos supermarket.",0
@PIALA899-p7g,2025-03-26T11:26:09Z,"Langsung cairkan semua kemenangan dari 𝗝 𝗨 𝗡 𝗢 𝟰 𝗗, saatnya investasi!",0
@ZahraAditya-t3l,2025-03-26T11:26:05Z,"Serius deh, ♣🍫𝗝.𝗨.𝗡.𝗢.𝟰.𝗗🍫♣ bikin semuanya jadi lebih mudah.",0
@PIALA899-d1u,2025-03-26T11:26:01Z,"Rame banget yang promosiin ✌𝗝𝗨𝗡𝗢 𝟰𝗗✌, ternyata sesuai ekspektasi!",0
@DiraAriss,2025-03-26T11:25:19Z,disini bobon keliatan banget udah gedeg sama willie wkwk ketambahan ga dateng ke podcast eh malahan bikin acara masak besar lagi. 😂,0
